"Gender,""Age"",""openness"",""neuroticism"",""conscientiousness"",""agreeableness"",""extraversion"",""personality"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Kurang"",""Cukup"",""Cukup"",""responsible"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Baik"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""Baik"",""serious"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""baik"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Kurang"",""baik"",""Kurang"",""Cukup"",""Baik"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Kurang"",""Kurang"",""extraverted"""
"Female,""Remaja"",""Baik"",""Cukup"",""Cukup"",""Sedang"",""Kurang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""dependable"""
"Male,""Remaja"",""Cukup"",""baik"",""Cukup"",""Sedang"",""Baik"",""serious"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Kurang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Baik"",""Kurang"",""baik"",""Cukup"",""Sedang"",""dependable"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Kurang"",""Baik"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Sedang"",""baik"",""Baik"",""Baik"",""serious"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""Cukup"",""lively"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Kurang"",""Kurang"",""Baik"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Baik"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Cukup"",""Kurang"",""Sedang"",""Baik"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Baik"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Baik"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Baik"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Baik"",""Kurang"",""lively"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Cukup"",""Sedang"",""Cukup"",""lively"""
"Male,""Remaja"",""Cukup"",""Kurang"",""Kurang"",""Baik"",""Sedang"",""responsible"""
"Female,""Remaja"",""Baik"",""Cukup"",""Sedang"",""Baik"",""Baik"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Baik"",""Sedang"",""Cukup"",""lively"""
"Male,""Remaja"",""Baik"",""Kurang"",""Kurang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Cukup"",""Baik"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Baik"",""Sedang"",""responsible"""
"Female,""Remaja"",""Cukup"",""Kurang"",""Sedang"",""Sedang"",""Cukup"",""responsible"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""Sedang"",""dependable"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""dependable"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Kurang"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Baik"",""Baik"",""Cukup"",""Cukup"",""dependable"""
"Female,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""responsible"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Kurang"",""Sedang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Baik"",""Baik"",""extraverted"""
"Male,""Remaja"",""Baik"",""Kurang"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Baik"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Kurang"",""baik"",""Cukup"",""Baik"",""serious"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Cukup"",""Baik"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Kurang"",""Baik"",""Baik"",""dependable"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Baik"",""Sedang"",""serious"""
"Male,""Dewasa"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Kurang"",""Baik"",""Sedang"",""serious"""
"Female,""Remaja"",""Baik"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Cukup"",""Cukup"",""lively"""
"Female,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Baik"",""responsible"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Cukup"",""Cukup"",""responsible"""
"Female,""Remaja"",""Sedang"",""Baik"",""Kurang"",""Sedang"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Cukup"",""Sedang"",""baik"",""Cukup"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Kurang"",""Baik"",""serious"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Cukup"",""Kurang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Kurang"",""Sedang"",""Sedang"",""dependable"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Baik"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Kurang"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""responsible"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Cukup"",""Cukup"",""lively"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Baik"",""Baik"",""Kurang"",""Sedang"",""Baik"",""responsible"""
"Female,""Remaja"",""Cukup"",""Baik"",""Baik"",""Cukup"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""serious"""
"Female,""Dewasa"",""Kurang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Dewasa"",""Kurang"",""Sedang"",""Kurang"",""Baik"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Kurang"",""Cukup"",""Sedang"",""Sedang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Kurang"",""Sedang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Baik"",""Kurang"",""Cukup"",""Sedang"",""Cukup"",""lively"""
"Female,""Remaja"",""Baik"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""Baik"",""responsible"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Kurang"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Baik"",""Kurang"",""Cukup"",""Sedang"",""Cukup"",""lively"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Kurang"",""Sedang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Baik"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Baik"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Baik"",""Baik"",""Sedang"",""Sedang"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Cukup"",""Sedang"",""baik"",""Cukup"",""Cukup"",""lively"""
"Male,""Remaja"",""Baik"",""Sedang"",""baik"",""Sedang"",""Kurang"",""lively"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Baik"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""baik"",""Cukup"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Cukup"",""Kurang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Baik"",""Cukup"",""dependable"""
"Male,""Remaja"",""Sedang"",""Cukup"",""baik"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Baik"",""Kurang"",""lively"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Baik"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""baik"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""responsible"""
"Male,""Remaja"",""Baik"",""Cukup"",""Sedang"",""Baik"",""Sedang"",""serious"""
"Female,""Remaja"",""Kurang"",""Baik"",""Sedang"",""Sedang"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""responsible"""
"Male,""Remaja"",""Sedang"",""Baik"",""Cukup"",""Kurang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Baik"",""Kurang"",""Sedang"",""Baik"",""extraverted"""
"Male,""Remaja"",""Baik"",""Baik"",""Baik"",""Cukup"",""Kurang"",""lively"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""dependable"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Baik"",""Baik"",""Baik"",""Sedang"",""Sedang"",""dependable"""
"Male,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Baik"",""baik"",""Cukup"",""Sedang"",""dependable"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""lively"""
"Male,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Cukup"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""dependable"""
"Male,""Remaja"",""Kurang"",""Sedang"",""Sedang"",""Cukup"",""Baik"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""serious"""
"Male,""Remaja"",""Baik"",""Baik"",""baik"",""Cukup"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Kurang"",""Sedang"",""baik"",""Baik"",""Baik"",""serious"""
"Female,""Remaja"",""Cukup"",""Baik"",""Cukup"",""Kurang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""baik"",""Sedang"",""Cukup"",""responsible"""
"Male,""Remaja"",""Sedang"",""Baik"",""baik"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Kurang"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Cukup"",""Baik"",""Sedang"",""Cukup"",""Baik"",""serious"""
"Male,""Remaja"",""Cukup"",""Baik"",""Sedang"",""Sedang"",""Baik"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Baik"",""serious"""
"Female,""Remaja"",""Sedang"",""Baik"",""Cukup"",""Cukup"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Cukup"",""Baik"",""baik"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Kurang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Baik"",""Kurang"",""Cukup"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Sedang"",""baik"",""Baik"",""Sedang"",""serious"""
"Male,""Remaja"",""Baik"",""Sedang"",""baik"",""Sedang"",""Sedang"",""serious"""
"Male,""Dewasa"",""Kurang"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""serious"""
"Female,""Dewasa"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Baik"",""Baik"",""serious"""
"Female,""Remaja"",""Kurang"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Kurang"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Baik"",""serious"""
"Male,""Remaja"",""Kurang"",""Sedang"",""Cukup"",""Baik"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Kurang"",""Sedang"",""Cukup"",""responsible"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Kurang"",""Cukup"",""baik"",""Baik"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Baik"",""Cukup"",""Sedang"",""Cukup"",""responsible"""
"Male,""Remaja"",""Baik"",""Cukup"",""Cukup"",""Baik"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Cukup"",""baik"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Kurang"",""Cukup"",""Kurang"",""Sedang"",""Sedang"",""lively"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Kurang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Cukup"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""Cukup"",""lively"""
"Male,""Remaja"",""Baik"",""Cukup"",""Baik"",""Sedang"",""Baik"",""serious"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Cukup"",""Sedang"",""Cukup"",""responsible"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""responsible"""
"Female,""Remaja"",""Baik"",""Kurang"",""Baik"",""Baik"",""Sedang"",""lively"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Kurang"",""Cukup"",""Cukup"",""dependable"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""Cukup"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Kurang"",""Baik"",""Sedang"",""serious"""
"Female,""Remaja"",""Baik"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""responsible"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Kurang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Kurang"",""Baik"",""Sedang"",""Cukup"",""Baik"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""lively"""
"Male,""Remaja"",""Cukup"",""Kurang"",""Baik"",""Cukup"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Kurang"",""Kurang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Baik"",""Kurang"",""Cukup"",""responsible"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""extraverted"""
"Female,""Remaja"",""Kurang"",""Sedang"",""Baik"",""Cukup"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Kurang"",""Sedang"",""Kurang"",""Cukup"",""responsible"""
"Male,""Remaja"",""Baik"",""Baik"",""Cukup"",""Cukup"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""responsible"""
"Female,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Baik"",""Sedang"",""Baik"",""Kurang"",""Cukup"",""lively"""
"Female,""Remaja"",""Sedang"",""Baik"",""Baik"",""Cukup"",""Sedang"",""responsible"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Cukup"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Baik"",""Baik"",""Kurang"",""Baik"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Baik"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""lively"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Baik"",""Cukup"",""Sedang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Baik"",""Cukup"",""Cukup"",""Baik"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Cukup"",""Baik"",""Kurang"",""Sedang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Baik"",""Baik"",""Kurang"",""Kurang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Baik"",""Kurang"",""Baik"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""serious"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Cukup"",""Baik"",""Baik"",""Cukup"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Kurang"",""Sedang"",""Baik"",""serious"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""serious"""
"Male,""Remaja"",""Kurang"",""Kurang"",""Sedang"",""Baik"",""Cukup"",""serious"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Cukup"",""baik"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Kurang"",""Sedang"",""Baik"",""Cukup"",""Baik"",""dependable"""
"Male,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Kurang"",""Baik"",""serious"""
"Male,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Cukup"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Baik"",""Cukup"",""Sedang"",""Sedang"",""extraverted"""
